environment,label,source,inputUrl,inputPath,initialStatus,initialLocation,finalUrl,finalPath,finalStatus,redirectCount,redirectType,isInSitemapInitial,isInSitemapFinal,hasNoindex,canonicalUrl,classification,attempts,transientRecovered
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wineyards-3/,/portfolio-item/wineyards-3/,200,,https://delpasqua.com/portfolio-item/wineyards-3/,/portfolio-item/wineyards-3/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wineyards-3/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wine-shop-4/,/portfolio-item/wine-shop-4/,200,,https://delpasqua.com/portfolio-item/wine-shop-4/,/portfolio-item/wine-shop-4/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wine-shop-4/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wine-club-3/,/portfolio-item/wine-club-3/,200,,https://delpasqua.com/portfolio-item/wine-club-3/,/portfolio-item/wine-club-3/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wine-club-3/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/desert-wine-3-2/,/portfolio-item/desert-wine-3-2/,200,,https://delpasqua.com/portfolio-item/desert-wine-3-2/,/portfolio-item/desert-wine-3-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/desert-wine-3-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/green-wine-2/,/portfolio-item/green-wine-2/,200,,https://delpasqua.com/portfolio-item/green-wine-2/,/portfolio-item/green-wine-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/green-wine-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/white-wine-2/,/portfolio-item/white-wine-2/,200,,https://delpasqua.com/portfolio-item/white-wine-2/,/portfolio-item/white-wine-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/white-wine-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/desert-wine/,/portfolio-item/desert-wine/,200,,https://delpasqua.com/portfolio-item/desert-wine/,/portfolio-item/desert-wine/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/desert-wine/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/red-wine/,/portfolio-item/red-wine/,200,,https://delpasqua.com/portfolio-item/red-wine/,/portfolio-item/red-wine/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/red-wine/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wine-club/,/portfolio-item/wine-club/,200,,https://delpasqua.com/portfolio-item/wine-club/,/portfolio-item/wine-club/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wine-club/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wineyards/,/portfolio-item/wineyards/,200,,https://delpasqua.com/portfolio-item/wineyards/,/portfolio-item/wineyards/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wineyards/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wine-shop/,/portfolio-item/wine-shop/,200,,https://delpasqua.com/portfolio-item/wine-shop/,/portfolio-item/wine-shop/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wine-shop/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/the-winery/,/portfolio-item/the-winery/,200,,https://delpasqua.com/portfolio-item/the-winery/,/portfolio-item/the-winery/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/the-winery/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/white-wine/,/portfolio-item/white-wine/,200,,https://delpasqua.com/portfolio-item/white-wine/,/portfolio-item/white-wine/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/white-wine/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/desert-wine-3/,/portfolio-item/desert-wine-3/,200,,https://delpasqua.com/portfolio-item/desert-wine-3/,/portfolio-item/desert-wine-3/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/desert-wine-3/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/green-wine/,/portfolio-item/green-wine/,200,,https://delpasqua.com/portfolio-item/green-wine/,/portfolio-item/green-wine/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/green-wine/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/desert-wine-2/,/portfolio-item/desert-wine-2/,200,,https://delpasqua.com/portfolio-item/desert-wine-2/,/portfolio-item/desert-wine-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/desert-wine-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/the-winery-2/,/portfolio-item/the-winery-2/,200,,https://delpasqua.com/portfolio-item/the-winery-2/,/portfolio-item/the-winery-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/the-winery-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wine-club-2/,/portfolio-item/wine-club-2/,200,,https://delpasqua.com/portfolio-item/wine-club-2/,/portfolio-item/wine-club-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wine-club-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wineyards-2/,/portfolio-item/wineyards-2/,200,,https://delpasqua.com/portfolio-item/wineyards-2/,/portfolio-item/wineyards-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wineyards-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/wine-shop-2/,/portfolio-item/wine-shop-2/,200,,https://delpasqua.com/portfolio-item/wine-shop-2/,/portfolio-item/wine-shop-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/wine-shop-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/red-wine-2/,/portfolio-item/red-wine-2/,200,,https://delpasqua.com/portfolio-item/red-wine-2/,/portfolio-item/red-wine-2/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/red-wine-2/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/white-wine-4/,/portfolio-item/white-wine-4/,200,,https://delpasqua.com/portfolio-item/white-wine-4/,/portfolio-item/white-wine-4/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/white-wine-4/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-item/white-wine-3/,/portfolio-item/white-wine-3/,200,,https://delpasqua.com/portfolio-item/white-wine-3/,/portfolio-item/white-wine-3/,200,0,none,true,true,false,https://delpasqua.com/portfolio-item/white-wine-3/,WP_CURRENT_PORTFOLIO,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product/olio-extravergine-di-oliva-fruttato-intenso-100-italiano/,/product/olio-extravergine-di-oliva-fruttato-intenso-100-italiano/,200,,https://delpasqua.com/product/olio-extravergine-di-oliva-fruttato-intenso-100-italiano/,/product/olio-extravergine-di-oliva-fruttato-intenso-100-italiano/,200,0,none,true,true,false,https://delpasqua.com/product/olio-extravergine-di-oliva-fruttato-intenso-100-italiano/,WP_CURRENT_PRODUCT,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product/olio-extravergine-di-oliva-fruttato-medio-100-italiano/,/product/olio-extravergine-di-oliva-fruttato-medio-100-italiano/,200,,https://delpasqua.com/product/olio-extravergine-di-oliva-fruttato-medio-100-italiano/,/product/olio-extravergine-di-oliva-fruttato-medio-100-italiano/,200,0,none,true,true,false,https://delpasqua.com/product/olio-extravergine-di-oliva-fruttato-medio-100-italiano/,WP_CURRENT_PRODUCT,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product/olio-extravergine-di-oliva-evo/,/product/olio-extravergine-di-oliva-evo/,200,,https://delpasqua.com/product/olio-extravergine-di-oliva-evo/,/product/olio-extravergine-di-oliva-evo/,200,0,none,true,true,false,https://delpasqua.com/product/olio-extravergine-di-oliva-evo/,WP_CURRENT_PRODUCT,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product/olio-aromatizzato-al-tartufo/,/product/olio-aromatizzato-al-tartufo/,200,,https://delpasqua.com/product/olio-aromatizzato-al-tartufo/,/product/olio-aromatizzato-al-tartufo/,200,0,none,true,true,false,https://delpasqua.com/product/olio-aromatizzato-al-tartufo/,WP_CURRENT_PRODUCT,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product/olio-aromatico-al-limone/,/product/olio-aromatico-al-limone/,200,,https://delpasqua.com/product/olio-aromatico-al-limone/,/product/olio-aromatico-al-limone/,200,0,none,true,true,false,https://delpasqua.com/product/olio-aromatico-al-limone/,WP_CURRENT_PRODUCT,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product/olio-aromatico-al-peperoncino/,/product/olio-aromatico-al-peperoncino/,200,,https://delpasqua.com/product/olio-aromatico-al-peperoncino/,/product/olio-aromatico-al-peperoncino/,200,0,none,true,true,false,https://delpasqua.com/product/olio-aromatico-al-peperoncino/,WP_CURRENT_PRODUCT,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-category/details/,/portfolio-category/details/,200,,https://delpasqua.com/portfolio-category/details/,/portfolio-category/details/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-category/nature/,/portfolio-category/nature/,200,,https://delpasqua.com/portfolio-category/nature/,/portfolio-category/nature/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-category/photogrpahy/,/portfolio-category/photogrpahy/,200,,https://delpasqua.com/portfolio-category/photogrpahy/,/portfolio-category/photogrpahy/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-category/wine/,/portfolio-category/wine/,200,,https://delpasqua.com/portfolio-category/wine/,/portfolio-category/wine/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-tag/blanc-winery/,/portfolio-tag/blanc-winery/,200,,https://delpasqua.com/portfolio-tag/blanc-winery/,/portfolio-tag/blanc-winery/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-tag/countryside-bay/,/portfolio-tag/countryside-bay/,200,,https://delpasqua.com/portfolio-tag/countryside-bay/,/portfolio-tag/countryside-bay/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-tag/organic-company/,/portfolio-tag/organic-company/,200,,https://delpasqua.com/portfolio-tag/organic-company/,/portfolio-tag/organic-company/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/portfolio-tag/organic-winery/,/portfolio-tag/organic-winery/,200,,https://delpasqua.com/portfolio-tag/organic-winery/,/portfolio-tag/organic-winery/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product-category/magnifico/,/product-category/magnifico/,200,,https://delpasqua.com/product-category/magnifico/,/product-category/magnifico/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
live-wordpress,Old Live WordPress,wordpress-current-sitemap,https://delpasqua.com/product-category/aromatici/,/product-category/aromatici/,200,,https://delpasqua.com/product-category/aromatici/,/product-category/aromatici/,200,0,none,true,true,false,,WP_CURRENT_TAXONOMY,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/,/,200,,http://localhost:3000/,/,200,0,none,true,true,false,http://localhost:3000/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/,/en/,200,,http://localhost:3000/en/,/en/,200,0,none,true,true,false,http://localhost:3000/en/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/,/de/,200,,http://localhost:3000/de/,/de/,200,0,none,true,true,false,http://localhost:3000/de/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/,/nl/,200,,http://localhost:3000/nl/,/nl/,200,0,none,true,true,false,http://localhost:3000/nl/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/,/da/,200,,http://localhost:3000/da/,/da/,200,0,none,true,true,false,http://localhost:3000/da/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/,/no/,200,,http://localhost:3000/no/,/no/,200,0,none,true,true,false,http://localhost:3000/no/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/storia/,/storia/,200,,http://localhost:3000/storia/,/storia/,200,0,none,true,true,false,http://localhost:3000/storia/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/about-us/,/en/about-us/,200,,http://localhost:3000/en/about-us/,/en/about-us/,200,0,none,true,true,false,http://localhost:3000/en/about-us/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/ueber-uns/,/de/ueber-uns/,200,,http://localhost:3000/de/ueber-uns/,/de/ueber-uns/,200,0,none,true,true,false,http://localhost:3000/de/ueber-uns/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/over-ons/,/nl/over-ons/,200,,http://localhost:3000/nl/over-ons/,/nl/over-ons/,200,0,none,true,true,false,http://localhost:3000/nl/over-ons/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/om-os/,/da/om-os/,200,,http://localhost:3000/da/om-os/,/da/om-os/,200,0,none,true,true,false,http://localhost:3000/da/om-os/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/om-oss/,/no/om-oss/,200,,http://localhost:3000/no/om-oss/,/no/om-oss/,200,0,none,true,true,false,http://localhost:3000/no/om-oss/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/produzione/,/produzione/,200,,http://localhost:3000/produzione/,/produzione/,200,0,none,true,true,false,http://localhost:3000/produzione/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/production/,/en/production/,200,,http://localhost:3000/en/production/,/en/production/,200,0,none,true,true,false,http://localhost:3000/en/production/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/produktion/,/de/produktion/,200,,http://localhost:3000/de/produktion/,/de/produktion/,200,0,none,true,true,false,http://localhost:3000/de/produktion/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/productie/,/nl/productie/,200,,http://localhost:3000/nl/productie/,/nl/productie/,200,0,none,true,true,false,http://localhost:3000/nl/productie/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/produktion/,/da/produktion/,200,,http://localhost:3000/da/produktion/,/da/produktion/,200,0,none,true,true,false,http://localhost:3000/da/produktion/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/produksjon/,/no/produksjon/,200,,http://localhost:3000/no/produksjon/,/no/produksjon/,200,0,none,true,true,false,http://localhost:3000/no/produksjon/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/il-nostro-olio/,/il-nostro-olio/,200,,http://localhost:3000/il-nostro-olio/,/il-nostro-olio/,200,0,none,true,true,false,http://localhost:3000/il-nostro-olio/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/olive-oil/,/en/olive-oil/,200,,http://localhost:3000/en/olive-oil/,/en/olive-oil/,200,0,none,true,true,false,http://localhost:3000/en/olive-oil/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/olivenoel/,/de/olivenoel/,200,,http://localhost:3000/de/olivenoel/,/de/olivenoel/,200,0,none,true,true,false,http://localhost:3000/de/olivenoel/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/olijfolie/,/nl/olijfolie/,200,,http://localhost:3000/nl/olijfolie/,/nl/olijfolie/,200,0,none,true,true,false,http://localhost:3000/nl/olijfolie/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/olivenolie/,/da/olivenolie/,200,,http://localhost:3000/da/olivenolie/,/da/olivenolie/,200,0,none,true,true,false,http://localhost:3000/da/olivenolie/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/olivenolje/,/no/olivenolje/,200,,http://localhost:3000/no/olivenolje/,/no/olivenolje/,200,0,none,true,true,false,http://localhost:3000/no/olivenolje/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/shop/,/shop/,200,,http://localhost:3000/shop/,/shop/,200,0,none,true,true,false,http://localhost:3000/shop/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/shop/,/en/shop/,200,,http://localhost:3000/en/shop/,/en/shop/,200,0,none,true,true,false,http://localhost:3000/en/shop/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/laden/,/de/laden/,200,,http://localhost:3000/de/laden/,/de/laden/,200,0,none,true,true,false,http://localhost:3000/de/laden/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/winkel/,/nl/winkel/,200,,http://localhost:3000/nl/winkel/,/nl/winkel/,200,0,none,true,true,false,http://localhost:3000/nl/winkel/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/butik/,/da/butik/,200,,http://localhost:3000/da/butik/,/da/butik/,200,0,none,true,true,false,http://localhost:3000/da/butik/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/butikk/,/no/butikk/,200,,http://localhost:3000/no/butikk/,/no/butikk/,200,0,none,true,true,false,http://localhost:3000/no/butikk/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/acquista/,/acquista/,200,,http://localhost:3000/acquista/,/acquista/,200,0,none,true,true,false,http://localhost:3000/acquista/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/buy/,/en/buy/,200,,http://localhost:3000/en/buy/,/en/buy/,200,0,none,true,true,false,http://localhost:3000/en/buy/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/kaufen/,/de/kaufen/,200,,http://localhost:3000/de/kaufen/,/de/kaufen/,200,0,none,true,true,false,http://localhost:3000/de/kaufen/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/kopen/,/nl/kopen/,200,,http://localhost:3000/nl/kopen/,/nl/kopen/,200,0,none,true,true,false,http://localhost:3000/nl/kopen/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/koeb/,/da/koeb/,200,,http://localhost:3000/da/koeb/,/da/koeb/,200,0,none,true,true,false,http://localhost:3000/da/koeb/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/kjop/,/no/kjop/,200,,http://localhost:3000/no/kjop/,/no/kjop/,200,0,none,true,true,false,http://localhost:3000/no/kjop/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/contatti/,/contatti/,200,,http://localhost:3000/contatti/,/contatti/,200,0,none,true,true,false,http://localhost:3000/contatti/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/en/contact/,/en/contact/,200,,http://localhost:3000/en/contact/,/en/contact/,200,0,none,true,true,false,http://localhost:3000/en/contact/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/de/kontakt/,/de/kontakt/,200,,http://localhost:3000/de/kontakt/,/de/kontakt/,200,0,none,true,true,false,http://localhost:3000/de/kontakt/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/nl/contact/,/nl/contact/,200,,http://localhost:3000/nl/contact/,/nl/contact/,200,0,none,true,true,false,http://localhost:3000/nl/contact/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/da/kontakt/,/da/kontakt/,200,,http://localhost:3000/da/kontakt/,/da/kontakt/,200,0,none,true,true,false,http://localhost:3000/da/kontakt/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/no/kontakt/,/no/kontakt/,200,,http://localhost:3000/no/kontakt/,/no/kontakt/,200,0,none,true,true,false,http://localhost:3000/no/kontakt/,LOCAL_INDEXABLE_200,1,false
local,New Local Project,local-project-sitemap,http://localhost:3000/privacy-policy/,/privacy-policy/,200,,http://localhost:3000/privacy-policy/,/privacy-policy/,200,0,none,true,true,false,http://localhost:3000/privacy-policy/,LOCAL_INDEXABLE_200,1,false
